msg_id,sender_id,receiver_id,amount,currency,timestamp,device_ip,label
sdv-id-KXflHB,ACC_241,ENT_UK_017,2467.043269096626,USD,2026-03-25 17:13:11,ce35:8265:9ab2:833c:c67f:938b:fb8e:eec1,1
sdv-id-LPnayA,ACC_158,ENT_UK_017,1480.865712959163,USD,2026-03-31 10:10:38,7ac4:2859:1160:3e30:f02e:ead6:24c1:2d01,1
sdv-id-vkCnEy,ACC_250,ENT_UK_005,102712.57339600525,USD,2026-03-18 00:10:29,8633:598e:707c:9fba:f947:53c5:a0c8:a1e7,1
sdv-id-McJTYT,ACC_116,ENT_UK_005,1440.014377491574,USD,2026-01-30 14:54:07,45ba:3dce:e0eb:7b73:1a29:f2e8:ec94:145c,1
sdv-id-eQNtcD,ACC_158,ENT_UK_017,500688.11124695995,USD,2026-01-02 12:46:35,e4f9:16e4:60ba:369d:4a1b:dca4:cf5e:b860,1
sdv-id-rQAkkY,ACC_194,ENT_UK_007,384950.1905782844,USD,2026-02-11 09:46:03,57c2:a8c0:999f:1269:d013:73c7:2ecb:6aae,2
sdv-id-rTRGvq,ACC_289,ENT_UK_010,16210.801341034958,USD,2026-02-06 21:36:28,70dd:d4e2:4a7b:ec74:9e6b:ee79:8f20:b8f1,1
sdv-id-SseGwh,ACC_148,ENT_UK_019,51194.705482925216,USD,2026-03-06 20:21:37,10b0:4b3c:1f9a:b590:b9ab:2e14:7326:8e6d,1
sdv-id-InBqfh,ACC_236,ENT_UK_008,444550.9958292792,USD,2026-01-31 21:07:38,d5a:8cc1:6a3d:8604:20d4:1430:7dc:46dc,1
sdv-id-aObYgo,ACC_219,ENT_UK_013,473563.2360041161,USD,2026-01-05 07:46:48,1660:c413:e795:f4e2:8c:1d73:c104:62c8,2
sdv-id-mCQaoC,ACC_180,ENT_UK_019,308583.31379553647,USD,2026-02-17 11:21:12,b667:46c:42c4:5b51:3ddc:361a:d76:3fb7,1
sdv-id-JFDLhg,ACC_212,ENT_UK_018,26399.32899898592,USD,2026-01-28 15:17:19,26ee:f0a3:7e57:45ef:4590:5f33:2a06:1dfa,2
sdv-id-VHdBHo,ACC_236,ENT_UK_018,63910.23769278228,USD,2026-03-25 03:43:03,a54a:9178:5d4f:b6b7:aec3:d052:291f:f2c8,1
sdv-id-mIXKLO,ACC_174,ENT_UK_014,15239.846338536408,USD,2026-01-27 05:08:07,69bf:6681:fc52:3ac1:b77:a5e6:b929:2291,1
sdv-id-ANqLkR,ACC_174,ENT_UK_015,5171.118097856201,USD,2026-03-18 10:32:59,52ab:b7c:87a9:ff55:b55e:ae5c:b6fe:1d9a,1
sdv-id-fiIpgE,ACC_227,ENT_UK_002,53893.75519587597,USD,2026-01-12 10:25:36,ebe6:68b7:79a5:6e45:571c:2a3:5a22:2ed6,1
sdv-id-AAWqRk,ACC_206,ENT_UK_018,27377.163291915924,USD,2026-01-09 12:12:43,3692:21f4:14cf:dcc5:6913:6fa:a21d:e277,2
sdv-id-qGerPJ,ACC_236,ENT_UK_013,2648690.963597153,USD,2026-02-24 12:02:16,6de1:bee5:24c2:461e:a0f9:73b5:a7f2:28de,2
sdv-id-tvWwDr,ACC_194,ENT_UK_004,4338.698108391023,USD,2026-03-03 10:04:29,efca:3799:a18f:c324:9095:21a0:b1e6:1782,1
sdv-id-bSzXvd,ACC_241,ENT_UK_016,406738.8993235222,USD,2026-02-12 04:07:37,2a99:2a16:893b:bbe2:efcc:a974:1b56:637,1
sdv-id-SIwLtu,ACC_212,ENT_UK_013,12897.207147034243,USD,2026-03-27 08:46:51,e916:273b:a620:23cd:fed:b699:c120:f503,2
sdv-id-wMvuxa,ACC_212,ENT_UK_009,16387.59135612439,USD,2026-02-27 21:50:51,8468:494d:d4c2:578d:a455:11bc:2fb9:3122,2
sdv-id-GHSYjL,ACC_236,ENT_UK_002,2077.5427242647143,USD,2026-02-09 19:05:56,8d5c:d623:6a03:718c:ee1d:fb3a:c780:99b6,1
sdv-id-RHYsNY,ACC_292,ENT_UK_016,1254663.184506548,USD,2026-03-09 18:33:24,731b:9e8a:8f2b:9be6:a0e:c21e:5f3b:6652,1
