msg_id,sender_id,receiver_id,amount,currency,timestamp,device_ip,label
sdv-id-BTXGVS,ACC_201,ENT_UK_010,1555594.4562682942,USD,2026-02-11 20:24:40,93d3:8a50:11d3:bbc:a60:ea2b:3cdc:4371,2
sdv-id-gIShBE,ACC_296,ENT_UK_003,13868.069403505422,USD,2026-03-25 20:31:59,2b63:3b4f:eaba:fd8e:3c89:596:594a:5861,1
sdv-id-FynkmE,ACC_220,ENT_UK_003,62880.874806174565,USD,2026-03-28 21:57:23,298c:77c7:101e:f0e6:d92:38e1:70ca:8a16,2
sdv-id-rWGwWT,ACC_122,ENT_UK_002,94376.83926712432,USD,2026-01-06 02:42:45,6bda:604e:922e:ac15:a758:d780:d0c8:82bd,1
sdv-id-CzpBVg,ACC_239,ENT_UK_016,3745.1439085553584,USD,2026-01-10 23:50:44,c1d6:93f:4961:a4aa:6a32:25a0:6e3a:fca1,1
sdv-id-IQskgm,ACC_185,ENT_UK_016,77858.39714742117,USD,2026-01-31 08:42:41,7719:7e25:26f:8b21:9618:d5b2:4ca6:c69d,1
sdv-id-iHrFSi,ACC_185,ENT_UK_004,11214.797489565302,USD,2026-03-22 02:31:03,88a2:2b1e:b5ce:a1e7:ced1:47e5:3422:aa0,1
sdv-id-ZYGRxW,ACC_103,ENT_UK_002,269980.5130998664,USD,2026-01-14 09:01:55,522f:d5ca:ffab:f791:4c82:4c97:c225:a5af,1
sdv-id-oQZrsO,ACC_258,ENT_UK_016,29165.153056805193,USD,2026-02-10 05:01:56,2bad:cf46:4386:156f:9ab8:b079:16a8:7e35,1
sdv-id-TrOYsb,ACC_224,ENT_UK_009,22730.40330875993,USD,2026-03-04 09:04:19,7a2a:76be:7397:19:7c40:be36:ad79:992f,1
sdv-id-tEIxWz,ACC_114,ENT_UK_009,67138.49228115383,USD,2026-02-20 01:08:13,51a7:3475:72af:491d:98e3:b0aa:6104:41f4,1
sdv-id-NBqWwI,ACC_224,ENT_UK_013,594615.2647445254,USD,2026-01-22 06:41:19,410a:b35e:fa1b:1ddd:65da:cf9f:2799:a63d,1
sdv-id-MAMYkP,ACC_117,ENT_UK_007,542303.3450364762,USD,2026-03-01 12:17:53,6101:187:bb72:a33e:32f0:2b8:5bf6:368c,1
sdv-id-zURVIi,ACC_260,ENT_UK_018,52931.746331234586,USD,2026-03-17 04:30:32,78e7:b814:9d68:4a9e:20ac:e790:bc7d:7f21,1
sdv-id-cnCfWz,ACC_149,ENT_UK_016,24257.974789586235,USD,2026-03-02 04:19:15,462e:6382:8435:5830:cec2:f1ca:2271:72cb,1
sdv-id-yzgBur,ACC_185,ENT_UK_002,1180.061918681264,USD,2026-02-15 18:22:00,8369:773:2133:756a:8a25:1714:4e47:2345,1
sdv-id-KBSugE,ACC_118,ENT_UK_005,159039.64623616324,USD,2026-03-05 00:40:23,91eb:ce8b:3d67:93c8:e9d9:b134:9017:ff80,2
sdv-id-shubnd,ACC_120,ENT_UK_006,724800.7114626642,USD,2026-01-12 13:39:48,d04b:3f85:d68f:2bbb:968b:cf23:a47:dd6d,1
sdv-id-wIaixJ,ACC_233,ENT_UK_008,271707.36920517427,USD,2026-03-30 13:45:28,4e75:43b8:aa27:f9e2:8578:b450:881b:5e89,1
sdv-id-SsYgDd,ACC_101,ENT_UK_005,340593.83572914783,USD,2026-02-02 20:28:26,e861:469d:d975:1c7f:48e2:2682:fdc7:ed54,1
sdv-id-IFnOCh,ACC_246,ENT_UK_015,2215486.777028343,USD,2026-03-27 13:39:21,9992:d249:8350:ac67:ec69:acd3:ac24:8afc,1
sdv-id-gdQFkv,ACC_130,ENT_UK_018,87380.62925710707,USD,2026-02-28 16:10:03,3a17:cbd4:55:ea28:811e:4c65:6b30:e666,1
sdv-id-ruMorw,ACC_245,ENT_UK_001,26603.328994450618,USD,2026-01-09 19:55:30,89d9:1e6b:9a2c:74d4:58a9:3022:1f:eafc,1
sdv-id-FXVpKJ,ACC_173,ENT_UK_017,921.2327488675028,USD,2026-01-12 18:22:23,dc79:b0f2:3340:fdfe:f13d:f875:d04c:2b6e,1
sdv-id-hURNiv,ACC_117,ENT_UK_003,115973.48394531802,USD,2026-02-02 03:51:11,77b2:2b53:5c3:a221:f675:509b:8aed:8b57,1
sdv-id-REszsP,ACC_120,ENT_UK_007,187811.69248601596,USD,2026-01-26 17:59:50,a6a6:6b7b:ae1d:1877:5d46:5769:d88:2408,1
sdv-id-OOGobd,ACC_122,ENT_UK_006,13445.965729491656,USD,2026-03-08 03:49:04,4560:f04d:60d6:9a06:8978:efdc:590:804,1
sdv-id-HeTMWP,ACC_113,ENT_UK_016,519798.24813258776,USD,2026-02-11 16:37:48,4a69:5cfd:4033:29a5:31f9:8a2d:f64c:8cd0,1
sdv-id-FpZngq,ACC_287,ENT_UK_010,990.0546718813068,USD,2026-03-14 17:39:33,13d7:af88:ecd7:64da:32ea:ae7f:d78d:ed9b,1
sdv-id-HjpTLb,ACC_118,ENT_UK_006,294530.2637032987,USD,2026-01-15 00:32:01,a33:c673:31ec:c209:b29b:4e4f:703a:b693,1
sdv-id-HZeDXj,ACC_122,ENT_UK_002,428585.16159273137,USD,2026-01-04 01:19:06,8556:db6f:8457:5d86:7c4c:875f:9a5:d057,1
sdv-id-SNQnAK,ACC_145,ENT_UK_013,428616.2527906348,USD,2026-03-30 15:24:15,540d:741b:acf3:9fac:4a54:f246:663e:e6fb,1
sdv-id-dmXxpQ,ACC_258,ENT_UK_010,274750.1206399096,USD,2026-03-24 09:49:37,e4b3:706e:6501:eb48:53d2:33a9:992b:b53b,2
sdv-id-qJanDs,ACC_117,ENT_UK_008,10250.960829408976,USD,2026-03-25 01:24:03,ccfd:9831:8512:9377:79df:6c3e:4239:d400,1
sdv-id-TorXZQ,ACC_201,ENT_UK_013,941.0511494529468,USD,2026-03-21 20:42:35,ce13:5d9c:b334:1c87:5ddb:3617:378e:1585,1
sdv-id-KysrEl,ACC_295,ENT_UK_016,19295.04798015091,USD,2026-01-10 10:06:42,76f2:fafc:fbf3:89a5:69fa:2445:364e:b8e6,1
sdv-id-OCNvwJ,ACC_282,ENT_UK_013,88665.64099850749,USD,2026-01-15 23:04:14,38ad:fa9b:a50:7fee:8a87:468:561c:9ec6,1
sdv-id-amFXoH,ACC_149,ENT_UK_019,670816.5931792443,USD,2026-02-07 06:55:39,75f7:7096:378b:26c:a492:425d:ab10:e6e5,1
sdv-id-IKKlFj,ACC_106,ENT_UK_004,27633.65308363088,USD,2026-02-18 14:12:25,6c72:44ad:7e6:cf41:87ce:dfa3:fdcd:e3b6,1
sdv-id-xbXjVM,ACC_266,ENT_UK_011,1495037.8570512522,USD,2026-01-04 11:32:17,ac27:22a3:6faa:58bc:8f3d:7ccf:4b33:b635,2
sdv-id-PsYFxp,ACC_239,ENT_UK_007,57920.46237866385,USD,2026-02-26 11:12:20,7613:33d5:6454:6f86:9217:64f3:aedf:e1cc,1
sdv-id-uRERjQ,ACC_122,ENT_UK_016,1673241.142371754,USD,2026-02-11 06:51:03,1491:bd7b:fa3a:7ec9:28aa:641b:d6ea:8242,1
sdv-id-hUJRaa,ACC_177,ENT_UK_014,2928.010661435947,USD,2026-01-17 11:50:26,d877:acc7:5d3d:69a8:8021:3b30:4d54:17e6,1
sdv-id-UDXzuD,ACC_122,ENT_UK_002,310231.025860621,USD,2026-03-22 00:10:01,bf57:fe4d:710e:d05:a2c1:ab0:83e7:1158,1
sdv-id-DRrxMg,ACC_114,ENT_UK_019,2771.3917813030953,USD,2026-01-06 21:43:36,ce6:4e21:3557:c1ba:16b0:c17b:1ba5:b431,1
sdv-id-HikLaz,ACC_114,ENT_UK_012,2592.031751484203,USD,2026-03-22 09:48:57,d37:6b50:97ae:5c92:4b1:a95c:c7d3:21ed,1
sdv-id-Iacicj,ACC_228,ENT_UK_006,1128.5469126326493,USD,2026-02-08 17:14:49,1be8:ced1:b709:4404:ede0:5c51:303d:ca1f,1
sdv-id-DZgSFn,ACC_122,ENT_UK_016,176685.10427731025,USD,2026-02-14 16:44:28,694b:8ba6:82fb:a344:3f4c:f8f6:4987:10f4,2
sdv-id-wIfcYA,ACC_149,ENT_UK_011,17795.544003323685,USD,2026-01-22 23:37:58,3b54:36a9:2e10:c77a:2e60:e205:8cae:4700,1
sdv-id-lwUoFa,ACC_257,ENT_UK_013,18091.037445928618,USD,2026-03-28 02:12:46,a22f:b76c:8eb7:6540:f47b:edd6:62b3:c4a4,1
sdv-id-Dhluin,ACC_118,ENT_UK_013,34512.50657357408,USD,2026-03-02 17:10:29,cf01:37ef:ea17:5aa:75a4:dc7f:f53b:a1c9,1
sdv-id-zMTXyT,ACC_122,ENT_UK_004,82655.16932502693,USD,2026-02-05 20:06:55,d779:7f08:bdf2:d81f:8626:a616:bf53:b7d7,1
sdv-id-FfFJxB,ACC_118,ENT_UK_001,27627.745688550465,USD,2026-03-20 08:13:14,42e:4326:9c75:2ae7:fb4:e1c6:bf21:19f0,1
sdv-id-bOffcQ,ACC_191,ENT_UK_013,3628.209575871361,USD,2026-02-14 00:41:03,d51:922e:4430:4148:1522:1497:c853:bf43,1
sdv-id-UqAnqW,ACC_117,ENT_UK_016,900941.3674311816,USD,2026-02-22 20:39:44,4078:4899:c279:2de0:4984:4a8a:e463:1f8a,1
sdv-id-pQQFwK,ACC_149,ENT_UK_007,160123.03116039326,USD,2026-02-04 20:32:51,949e:a33e:9233:dddd:f0d1:153d:9137:99cb,1
sdv-id-QpFQsv,ACC_177,ENT_UK_006,42710.550922262904,USD,2026-02-04 16:13:45,3541:cf1f:a7d3:561f:c89a:b9fc:e3b1:a48f,1
sdv-id-SZfDkS,ACC_246,ENT_UK_017,157409.61254025804,USD,2026-03-31 15:00:54,3435:e8c9:c6f4:7f51:35b0:cbb:6e45:3504,1
sdv-id-AySGol,ACC_258,ENT_UK_018,247163.08693063387,USD,2026-01-09 15:36:27,667f:2bf1:ebd2:60b4:d57e:88fe:8df2:8121,1
sdv-id-JmxDSq,ACC_140,ENT_UK_013,353399.1837857504,USD,2026-03-14 21:29:42,fbbf:7170:df82:beaf:e8af:8cac:c785:eacc,2
sdv-id-lYkUsu,ACC_106,ENT_UK_011,17021.962740334566,USD,2026-01-31 06:29:21,7532:2dca:9eea:9a1c:b3b3:fcb6:fd1b:912b,1
sdv-id-jIQwGG,ACC_228,ENT_UK_005,132138.6885944958,USD,2026-01-17 11:05:15,4198:cbbc:a90e:f0ea:6c93:11a:963:42a1,1
sdv-id-vagiii,ACC_166,ENT_UK_003,1399.579500962698,USD,2026-03-19 12:39:26,d662:7273:7774:f420:9061:b660:6b40:3c10,1
sdv-id-TgchNL,ACC_220,ENT_UK_002,2385.420148823511,USD,2026-03-15 00:16:57,f964:379d:4f43:a432:61d5:a45c:4d39:5388,2
sdv-id-HTOakA,ACC_166,ENT_UK_014,11224.788391399808,USD,2026-01-01 18:16:46,9cca:13aa:7c1a:1c45:857d:6fae:b502:4e6d,1
sdv-id-BWNSzZ,ACC_178,ENT_UK_001,844986.0400144936,USD,2026-03-15 13:20:18,c018:c757:5159:1e90:4693:d84e:f67e:4039,2
sdv-id-HgCUEp,ACC_132,ENT_UK_004,1204.397554950025,USD,2026-03-29 02:26:56,b245:a560:f694:6354:3ad0:4da:8b8a:33b,1
sdv-id-gTrMle,ACC_278,ENT_UK_019,1089.3005477311056,USD,2026-03-22 21:34:07,afb3:968e:bbaf:4260:7576:1d4c:328d:525f,1
sdv-id-ATXcSW,ACC_154,ENT_UK_006,47280.480257892414,USD,2026-03-10 09:20:59,1a6d:3e99:4c62:3322:4bf5:e423:3a:7853,2
sdv-id-rcqutu,ACC_117,ENT_UK_014,4630.831156330318,USD,2026-02-12 16:27:40,4793:651d:293:d263:4df9:a7b0:cdd1:8140,1
sdv-id-fBAyBj,ACC_117,ENT_UK_016,127160.95132651208,USD,2026-03-18 14:30:38,103d:b58a:35f1:1302:cc2:4725:d582:735f,1
sdv-id-kuzFRr,ACC_154,ENT_UK_007,6690.652392526283,USD,2026-01-19 22:21:00,66df:4ba8:6de7:b52e:203d:3662:5c3f:8e43,2
sdv-id-dGbSMS,ACC_239,ENT_UK_003,7816.34197415261,USD,2026-01-11 20:18:14,2fa:eac6:a5e0:8f5f:b0e1:6fa2:c687:401d,1
sdv-id-SwQNDg,ACC_260,ENT_UK_016,1936.187739774228,USD,2026-02-26 07:48:34,5bf7:5e4:e7ed:aad1:de29:90dc:50f1:fbf2,1
